Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
TAS,TasNetworks,"05/10/2021 06:00
Tuesday","05/10/2021 16:00
Tuesday",Sheffield - Farrell No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 1.5 hrs-Night: NA,In Progress - PTP,"In Progress - PTP
",,,,T,,"Maintenance
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"05/10/2021 06:08
Tuesday","05/10/2021 16:00
Tuesday",Muswellbrook - Tamworth (88) 330 kV Line,"<<UPDATED since the last notification>>
A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,In Progress - PTP,"In Progress - PTP
",,,T,T,T,"Commissioning
9.9 Hours",9.9 Hours,,,,,,,
NSW,Transgrid,"07/10/2021 06:00
Thursday","07/10/2021 16:00
Thursday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"08/10/2021 06:00
Friday","08/10/2021 16:00
Friday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"09/10/2021 06:00
Saturday","09/10/2021 16:00
Saturday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"10/10/2021 06:00
Sunday","10/10/2021 16:00
Sunday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
VIC,AusNet,"11/10/2021 03:00
Monday","11/10/2021 09:00
Monday",Heywood 500 kV CB 210,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Maintenance
6 Hours",6 Hours,,,,,,,
NSW,Transgrid,"11/10/2021 05:00
Monday","15/10/2021 17:00
Friday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 18 hrs-Night: 18 hrs,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
4.5 Days",4.5 Days,,,,,,,
VIC,AusNet,"12/10/2021 03:00
Tuesday","12/10/2021 09:00
Tuesday",Heywood 500 kV CB 210,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Maintenance
6 Hours",6 Hours,,,,,,,
VIC,AusNet,"12/10/2021 06:00
Tuesday","12/10/2021 15:00
Tuesday",Keilor - South Morang 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 1 hr-Night: NA,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"13/10/2021 04:00
Wednesday","13/10/2021 10:00
Wednesday",Heywood No.1 500 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Maintenance
6 Hours",6 Hours,,,,,,,
VIC,AusNet,"14/10/2021 04:00
Thursday","14/10/2021 10:00
Thursday",Heywood No.1 500 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Maintenance
6 Hours",6 Hours,,,,,,,
VIC,AusNet,"15/10/2021 15:00
Friday","15/10/2021 17:00
Friday",Heywood No.1 500 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"Maintenance
2 Hours",2 Hours,,,,,,,
NSW,Transgrid,"16/10/2021 05:30
Saturday","16/10/2021 17:00
Saturday",Tamworth No.3 330 kV Bus,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
11.5 Hours",11.5 Hours,,,,,,,
NSW,Transgrid,"16/10/2021 05:30
Saturday","16/10/2021 17:00
Saturday",Muswellbrook - Tamworth (88) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
11.5 Hours",11.5 Hours,,,,,,,
VIC,AusNet,"16/10/2021 06:00
Saturday","16/10/2021 16:00
Saturday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Maintenance
10 Hours",10 Hours,,,,,,,
VIC,AusNet,"19/10/2021 06:00
Tuesday","19/10/2021 16:00
Tuesday",Keilor ? Sydenham 500 kV Line,"<<This outage has been WITHDRAWN!>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"Maintenance
10 Hours",10 Hours,,,,,,,
VIC,AusNet,"20/10/2021 07:00
Wednesday","20/10/2021 08:00
Wednesday",Hazelwood - South Morang No.1 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could cause a large reduction in generation in Victoria. ",Day: 30 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
1 Hours",1 Hours,,,,,,,
NSW,Transgrid,"25/10/2021 06:30
Monday","25/10/2021 16:00
Monday",Armidale - Dumaresq (8C) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"Maintenance
9.5 Hours",9.5 Hours,,,,,,,
QLD,Powerlink,"25/10/2021 07:00
Monday","27/10/2021 14:00
Wednesday",Nebo - Broadsound (8847) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,,"Commissioning
2.3 Days",2.3 Days,,,,,,,
QLD,Powerlink,"27/10/2021 14:01
Wednesday","06/11/2021 17:00
Saturday",Nebo - Broadsound (8847) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Commissioning
10.1 Days",10.1 Days,,,,,,,
NSW,Transgrid,"01/11/2021 04:00
Monday","01/11/2021 10:00
Monday",Wagga (A) 330 kV Bus,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
?Between Victoria and New South Wales.
?Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
6 Hours",6 Hours,,,,,,,
NSW,Transgrid,"01/11/2021 05:00
Monday","03/11/2021 16:00
Wednesday",Buronga-Balranald (X3) 220kV line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
During this planned outage power transfer will be restricted
? Between Victoria and New South Wales.
? Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 12 hrs-Night: 12 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
2.5 Days",2.5 Days,,,,,,,
NSW,Transgrid,"01/11/2021 05:30
Monday","01/11/2021 16:00
Monday",Wagga - Darlington Point (63) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
?Between Victoria and New South Wales.
?Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Maintenance
10.5 Hours",10.5 Hours,,,,,,,
NSW,Transgrid,"01/11/2021 06:00
Monday","06/11/2021 16:00
Saturday",Lower Tumut - Wagga  (051) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
? Between Victoria and New South Wales.
? Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 48 hrs-Night: 48 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
5.4 Days",5.4 Days,,,,,,,
NSW,Transgrid,"03/11/2021 06:00
Wednesday","03/11/2021 16:00
Wednesday",Buronga-Balranald (X3) 220kV line,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
During this planned outage power transfer will be restricted
? Between Victoria and New South Wales.
? Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn,"Withdrawn
",,,T,T,T,"Maintenance
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"04/11/2021 05:00
Thursday","05/11/2021 16:00
Friday",Buronga-Balranald (X3) 220kV line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
During this planned outage power transfer will be restricted
? Between Victoria and New South Wales.
? Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 12 hrs-Night: 12 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
1.5 Days",1.5 Days,,,,,,,
VIC,AusNet,"04/11/2021 06:00
Thursday","04/11/2021 18:00
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
12 Hours",12 Hours,,,,,,,
VIC,AusNet,"05/11/2021 06:00
Friday","05/11/2021 18:00
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"06/11/2021 05:00
Saturday","10/11/2021 17:00
Wednesday",Armidale - Tamworth (86) 330 kV Line,"A credible contingency event during this planned outage could cause: 
? Synchronous separation of the Queensland region from the rest of the NEM",Day: 8 hrs-Night: 8 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Commissioning
4.5 Days",4.5 Days,,,,,,,
