Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
QLD,Powerlink,"09/03/2022 07:00
Wednesday","10/03/2022 13:59
Thursday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 8 hrs-Night: 8 hrs,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,T,,"Commissioning
1.3 Days",1.3 Days,,,,,,,
NSW,Transgrid,"15/03/2022 05:00
Tuesday","19/03/2022 13:00
Saturday",Armidale - Tamworth (85) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 8 hrs-Night: 8 hrs,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
4.3 Days",4.3 Days,,,,,,,
NSW,Transgrid,"15/03/2022 05:00
Tuesday","15/03/2022 17:00
Tuesday",Tamworth No.3 330 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: 1 hr,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"16/03/2022 05:00
Wednesday","16/03/2022 17:00
Wednesday",Tamworth No.3 330 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: 1 hr,Planned - RESUBMIT,"Planned - RESUBMIT
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"17/03/2022 05:00
Thursday","17/03/2022 17:00
Thursday",Tamworth No.3 330 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: 1 hr,Planned - RESUBMIT,"Planned - RESUBMIT
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"21/03/2022 05:00
Monday","21/03/2022 17:00
Monday",Tamworth No.1 330 kV Bus,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: 1 hr,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"21/03/2022 05:00
Monday","21/03/2022 17:00
Monday",Armidale - Tamworth (86) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"Maintenance
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"22/03/2022 05:00
Tuesday","22/03/2022 17:00
Tuesday",Tamworth No.1 330 kV Bus,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: 1 hr,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"22/03/2022 05:00
Tuesday","22/03/2022 17:00
Tuesday",Armidale - Tamworth (86) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"Maintenance
12 Hours",12 Hours,,,,,,,
VIC,AusNet,"22/03/2022 06:30
Tuesday","22/03/2022 15:00
Tuesday",Loy Yang Power Station - Basslink 500 kV Line,"<<This outage has been WITHDRAWN!>>
Tasmania will be separated from the NEM due to this outage.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,T,"Maintenance
8.5 Hours",8.5 Hours,,,,,,,
VIC,AusNet,"22/03/2022 06:30
Tuesday","23/03/2022 15:00
Wednesday",Loy Yang Power Station - Basslink 500 kV Line,"<<NEW since the last notification>>
Tasmania will be separated from the NEM due to this outage.",Day: 4 hrs-Night: 6 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"Maintenance
1.4 Days",1.4 Days,,,,,,,
NSW,Transgrid,"23/03/2022 06:00
Wednesday","23/03/2022 16:00
Wednesday",Armidale - Sapphire WF (8E) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Commissioning
10 Hours",10 Hours,,,,,,,
VIC,AusNet,"23/03/2022 06:30
Wednesday","23/03/2022 15:00
Wednesday",Loy Yang Power Station - Basslink 500 kV Line,"<<This outage has been WITHDRAWN!>>
Tasmania will be separated from the NEM due to this outage.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,T,"Maintenance
8.5 Hours",8.5 Hours,,,,,,,
NSW,Transgrid,"24/03/2022 06:00
Thursday","24/03/2022 16:00
Thursday",Armidale - Sapphire WF (8E) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"25/03/2022 06:00
Friday","25/03/2022 17:00
Friday",Armidale - Sapphire WF (8E) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Commissioning
11 Hours",11 Hours,,,,,,,
NSW,Transgrid,"26/03/2022 06:00
Saturday","26/03/2022 16:00
Saturday",Dumaresq - Sapphire WF (8J) 330 kV line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"28/03/2022 06:00
Monday","28/03/2022 16:00
Monday",Dumaresq - Sapphire WF (8J) 330 kV line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"29/03/2022 06:00
Tuesday","29/03/2022 17:00
Tuesday",Dumaresq - Sapphire WF (8J) 330 kV line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,T,"Commissioning
11 Hours",11 Hours,,,,,,,
NSW,Transgrid,"30/03/2022 06:00
Wednesday","30/03/2022 16:00
Wednesday",Armidale - Dumaresq (8C) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"31/03/2022 06:00
Thursday","31/03/2022 16:00
Thursday",Armidale - Dumaresq (8C) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"01/04/2022 06:00
Friday","01/04/2022 17:00
Friday",Armidale - Dumaresq (8C) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,T,"Commissioning
11 Hours",11 Hours,,,,,,,
TAS,TasNetworks,"04/04/2022 08:00
Monday","07/04/2022 16:00
Thursday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 48 hrs-Night: 48 hrs,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,T,,"Commissioning
3.3 Days",3.3 Days,,,,,,,
QLD,Powerlink,"04/04/2022 08:00
Monday","04/04/2022 17:00
Monday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"Maintenance
9 Hours",9 Hours,,,,,,,
QLD,Powerlink,"05/04/2022 08:00
Tuesday","05/04/2022 17:00
Tuesday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,,"Maintenance
9 Hours",9 Hours,,,,,,,
QLD,Powerlink,"05/04/2022 10:35
Tuesday","05/04/2022 16:00
Tuesday",Strathmore - Ross (8857) 275 kV Line,"<<This outage has been WITHDRAWN!>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 1.5 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"Maintenance
5.4 Hours",5.4 Hours,,,,,,,
